company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,segment
MTBC,https://www.linkedin.com/company/mtbc,wfs-services.com,Hospitals and Health Care,Public Company,1001-5000,1646,1999,Somerset,New Jersey,US,Sensor Bio - Clinical & Health Systems
HealthTrust Performance Group,https://www.linkedin.com/company/healthtrustpg,healthtrustpg.com,Hospitals and Health Care,Privately Held,501-1000,1952,1999,Nashville,Tennessee,US,Sensor Bio - Clinical & Health Systems
Medical Group Management Association,https://www.linkedin.com/company/mgma,mgma.com,Hospitals and Health Care,Nonprofit,201-500,322,1926,Englewood,Colorado,US,Sensor Bio - Clinical & Health Systems
"Decision Resources Group, part of Clarivate",https://www.linkedin.com/company/decision-resources-group,decisionresourcesgroup.com,Hospitals and Health Care,Privately Held,1001-5000,198,-,Burlington,Massachusetts,US,Sensor Bio - Clinical & Health Systems
WellNow Urgent Care,https://www.linkedin.com/company/wellnow-urgent-care,wellnow.com,Hospitals and Health Care,Privately Held,1001-5000,1358,-,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems
L.A. Care Health Plan,https://www.linkedin.com/company/lacarehealth,lacare.org,Hospitals and Health Care,Nonprofit,1001-5000,1918,1997,Los Angeles,California,US,Sensor Bio - Clinical & Health Systems
Jorie AI,https://www.linkedin.com/company/jorieai,jorie.ai,Hospitals and Health Care,Privately Held,1001-5000,1022,2015,Oak Brook,Illinois,US,Sensor Bio - Clinical & Health Systems
"ImagineSoftware™ (Technology Partners, LLC)",https://www.linkedin.com/company/technology-partners-inc--dba-imagine-software-,imagineteam.com,Hospitals and Health Care,Privately Held,201-500,180,2000,Charlotte,North Carolina,US,Sensor Bio - Clinical & Health Systems
Stanford Cancer Institute,https://www.linkedin.com/company/stanford-cancer,stanford.edu,Hospitals and Health Care,Nonprofit,1001-5000,153,2004,Stanford,California,US,Sensor Bio - Clinical & Health Systems
Kelsey-Seybold Clinic,https://www.linkedin.com/company/kelsey-seybold,kelsey-seybold.com,Hospitals and Health Care,Privately Held,1001-5000,4081,-,Pearland,Texas,US,Sensor Bio - Clinical & Health Systems
hear.com,https://www.linkedin.com/company/hear-com,hear.com,Hospitals and Health Care,Privately Held,1001-5000,522,2012,Miami,Florida,US,Sensor Bio - Clinical & Health Systems
Jackson Healthcare,https://www.linkedin.com/company/jackson-healthcare,jacksonhealthcare.com,Hospitals and Health Care,Privately Held,1001-5000,502,2000,Alpharetta,Georgia,US,Sensor Bio - Clinical & Health Systems
ARUP Laboratories,https://www.linkedin.com/company/arup-laboratories,aruplab.com,Hospitals and Health Care,Privately Held,1001-5000,3018,1984,Salt Lake City,Utah,US,Sensor Bio - Clinical & Health Systems
Carenet Health,https://www.linkedin.com/company/carenet-health,carenethealthcare.com,Hospitals and Health Care,Privately Held,1001-5000,2519,1988,San Antonio,Texas,US,Sensor Bio - Clinical & Health Systems
PM Pediatric Care,https://www.linkedin.com/company/pm-pediatric-care,pmpediatriccare.com,Hospitals and Health Care,Privately Held,1001-5000,1031,2005,New Hyde Park,New York,US,Sensor Bio - Clinical & Health Systems
UI Health,https://www.linkedin.com/company/uihealth,uillinois.edu,Hospitals and Health Care,Educational,1001-5000,2838,-,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems
Valley Health System,https://www.linkedin.com/company/valley-health-system-2,valleyhealthcareers.com,Hospitals and Health Care,Nonprofit,1001-5000,3481,-,Paramus,New Jersey,US,Sensor Bio - Clinical & Health Systems
DispatchHealth,https://www.linkedin.com/company/dispatchhealth,dispatchhealth.com,Hospitals and Health Care,Privately Held,201-500,957,2013,Denver,Colorado,US,Sensor Bio - Clinical & Health Systems
Metro Vein Centers,https://www.linkedin.com/company/metro-vein-centers,metroveincenters.com,Hospitals and Health Care,Privately Held,501-1000,312,2008,New York,New York,US,Sensor Bio - Clinical & Health Systems
IEHP,https://www.linkedin.com/company/iehp,iehp.org,Hospitals and Health Care,Nonprofit,1001-5000,2039,1995,Rancho Cucamonga,California,US,Sensor Bio - Clinical & Health Systems
Sheikh Khalifa General Hospital,https://www.linkedin.com/company/skgh,skgh.ae,Hospitals and Health Care,Government Agency,1001-5000,94,-,-,-,US,Sensor Bio - Clinical & Health Systems
Altarum,https://www.linkedin.com/company/altarum,altarum.org,Hospitals and Health Care,Nonprofit,201-500,251,2001,Novi,Michigan,US,Sensor Bio - Clinical & Health Systems
Project IMG,https://www.linkedin.com/company/projectimg,projectimg.com,Hospitals and Health Care,Privately Held,201-500,308,2021,New York,-,US,Sensor Bio - Clinical & Health Systems
Florida Cancer Specialists & Research Institute,https://www.linkedin.com/company/florida-cancer-specialists,flcancer.com,Hospitals and Health Care,Privately Held,1001-5000,2954,1984,Fort Myers,Florida,US,Sensor Bio - Clinical & Health Systems
"MedImpact Healthcare Systems, Inc.",https://www.linkedin.com/company/medimpact,medimpact.com,Hospitals and Health Care,Privately Held,1001-5000,2002,1989,San Diego,California,US,Sensor Bio - Clinical & Health Systems
HealthPlus Network of Specialty Centers,https://www.linkedin.com/company/healthplus-network-of-specialty-centers,healthplus.ae,Hospitals and Health Care,Privately Held,201-500,174,2009,-,-,US,Sensor Bio - Clinical & Health Systems
CareMore Health,https://www.linkedin.com/company/caremore-health,caremore.com,Hospitals and Health Care,Privately Held,1001-5000,1044,-,Cerritos,California,US,Sensor Bio - Clinical & Health Systems
Savista,https://www.linkedin.com/company/savistarcm,savistarcm.com,Hospitals and Health Care,Privately Held,1001-5000,2916,2021,Alpharetta,-,US,Sensor Bio - Clinical & Health Systems
AHQP®(Association for Healthcare Quality Professionals),https://www.linkedin.com/company/ahqp,ahqp.in,Hospitals and Health Care,Nonprofit,201-500,28,2021,-,-,US,Sensor Bio - Clinical & Health Systems
UST HealthProof,https://www.linkedin.com/company/usthealthproof,healthedge.com,Hospitals and Health Care,Privately Held,501-1000,1848,-,Boston,Massachusetts,US,Sensor Bio - Clinical & Health Systems
Accompany Health,https://www.linkedin.com/company/accompanyhealth,accompanyhealth.com,Hospitals and Health Care,Privately Held,201-500,284,2022,Bethesda,Maryland,US,Sensor Bio - Clinical & Health Systems
Sollis Health,https://www.linkedin.com/company/sollishealth,sollishealth.com,Hospitals and Health Care,Privately Held,201-500,336,2016,New York,New York,US,Sensor Bio - Clinical & Health Systems
Curative,https://www.linkedin.com/company/curativeinc,curative.com,Hospitals and Health Care,Privately Held,501-1000,1038,2020,Austin,Texas,US,Sensor Bio - Clinical & Health Systems
Impact Advisors,https://www.linkedin.com/company/impact-advisors,impact-advisors.com,Hospitals and Health Care,Privately Held,501-1000,993,2007,Naperville,Illinois,US,Sensor Bio - Clinical & Health Systems
"Healogics, LLC.",https://www.linkedin.com/company/healogics-llc,healogics.com,Hospitals and Health Care,Privately Held,1001-5000,1845,-,Jacksonville,Florida,US,Sensor Bio - Clinical & Health Systems
Med-Metrix,https://www.linkedin.com/company/med-metrix,med-metrix.com,Hospitals and Health Care,Privately Held,1001-5000,1854,2010,Parsippany,New Jersey,US,Sensor Bio - Clinical & Health Systems
GHX,https://www.linkedin.com/company/ghx,ghx.com,Hospitals and Health Care,Privately Held,1001-5000,2305,2000,Louisville,Colorado,US,Sensor Bio - Clinical & Health Systems
Connecticut Children's,https://www.linkedin.com/company/connecticut-childrens,connecticutchildrens.org,Hospitals and Health Care,Nonprofit,1001-5000,2672,1996,Hartford,Connecticut,US,Sensor Bio - Clinical & Health Systems
Interwell Health,https://www.linkedin.com/company/interwell-health,interwellhealth.com,Hospitals and Health Care,Privately Held,501-1000,478,2014,Boston,Massachusetts,US,Sensor Bio - Clinical & Health Systems
Summit Health,https://www.linkedin.com/company/summithealth,summithealth.com,Hospitals and Health Care,Privately Held,1001-5000,3122,-,-,-,US,Sensor Bio - Clinical & Health Systems
AMN Healthcare Leadership Solutions,https://www.linkedin.com/company/amn-healthcare-leadership-solutions,amnhealthcare.com,Hospitals and Health Care,Public Company,201-500,458,-,Dallas,Texas,US,Sensor Bio - Clinical & Health Systems
Dental Care Alliance,https://www.linkedin.com/company/dental-care-alliance,dentalcarealliance.net,Hospitals and Health Care,Privately Held,1001-5000,1638,1991,Sarasota,Florida,US,Sensor Bio - Clinical & Health Systems
Clearway Health,https://www.linkedin.com/company/clearwayhealth,clearwayhealth.com,Hospitals and Health Care,Privately Held,201-500,201,2014,Boston,Massachusetts,US,Sensor Bio - Clinical & Health Systems
ABA Centers of America,https://www.linkedin.com/company/aba-centers-of-america,abacenters.com,Hospitals and Health Care,Privately Held,501-1000,847,-,Nashua,New Hampshire,US,Sensor Bio - Clinical & Health Systems
Carelon Health,https://www.linkedin.com/company/carelon-health,carelonhealth.com,Hospitals and Health Care,Public Company,1001-5000,324,1993,Cerritos,California,US,Sensor Bio - Clinical & Health Systems
314e Corporation,https://www.linkedin.com/company/314e-corporation,314e.com,Hospitals and Health Care,Privately Held,501-1000,258,2004,Dublin,California,US,Sensor Bio - Clinical & Health Systems
Arkansas Children's,https://www.linkedin.com/company/arkansaschildrens,archildrens.org,Hospitals and Health Care,Nonprofit,1001-5000,4114,1912,Little Rock,Arkansas,US,Sensor Bio - Clinical & Health Systems
Roswell Park Comprehensive Cancer Center,https://www.linkedin.com/company/roswellpark,roswellpark.org,Hospitals and Health Care,Privately Held,1001-5000,3812,1898,Buffalo,New York,US,Sensor Bio - Clinical & Health Systems
Elixir,https://www.linkedin.com/company/elixir-craftedrxsolutions,elixirsolutions.com,Hospitals and Health Care,Public Company,1001-5000,576,2001,Philadelphia,Pennsylvania,US,Sensor Bio - Clinical & Health Systems
American Addiction Centers,https://www.linkedin.com/company/american-addiction-centers,bit.ly,Hospitals and Health Care,Public Company,1001-5000,742,2012,Brentwood,Tennessee,US,Sensor Bio - Clinical & Health Systems
Marathon Health,https://www.linkedin.com/company/marathon-health,marathon.health,Hospitals and Health Care,Privately Held,1001-5000,1799,2005,Indianapolis,Indiana,US,Sensor Bio - Clinical & Health Systems
Hazel Health,https://www.linkedin.com/company/hazelhealth,hazel.co,Hospitals and Health Care,Privately Held,201-500,264,2015,San Francisco,California,US,Sensor Bio - Clinical & Health Systems
"DrFirst, Inc.",https://www.linkedin.com/company/drfirst,drfirst.com,Hospitals and Health Care,Privately Held,201-500,454,2000,Rockville,Maryland,US,Sensor Bio - Clinical & Health Systems
One Call,https://www.linkedin.com/company/one-callcm,onecallcm.com,Hospitals and Health Care,Privately Held,1001-5000,2334,1985,Jacksonville,Florida,US,Sensor Bio - Clinical & Health Systems
Shields Health Solutions,https://www.linkedin.com/company/shields-health-solutions,shieldsrx.com,Hospitals and Health Care,Privately Held,501-1000,2131,2012,Stoughton,Massachusetts,US,Sensor Bio - Clinical & Health Systems
Fidelis Care - New York,https://www.linkedin.com/company/fidelis-care,fideliscare.org,Hospitals and Health Care,Public Company,1001-5000,2045,-,Long Island City,New York,US,Sensor Bio - Clinical & Health Systems
Thyme Care,https://www.linkedin.com/company/thymecare,thymecare.com,Hospitals and Health Care,Privately Held,501-1000,594,2020,Nashville,Tennessee,US,Sensor Bio - Clinical & Health Systems
naviHealth,https://www.linkedin.com/company/navihealth-inc-,optum.com,Hospitals and Health Care,Public Company,1001-5000,1082,2012,Brentwood,Tennessee,US,Sensor Bio - Clinical & Health Systems
Pinnacle Fertility,https://www.linkedin.com/company/pinnacle-fertility,pinnaclefertility.com,Hospitals and Health Care,Privately Held,1001-5000,395,2021,Scottsdale,Arizona,US,Sensor Bio - Clinical & Health Systems
Barrow Neurological Institute,https://www.linkedin.com/company/barrow-neurological-institute,barrowneuro.org,Hospitals and Health Care,Nonprofit,501-1000,897,1962,Phoenix,Arizona,US,Sensor Bio - Clinical & Health Systems
MLK Community Healthcare,https://www.linkedin.com/company/mlkch,mlkch.org,Hospitals and Health Care,Nonprofit,1001-5000,919,2015,Los Angeles,California,US,Sensor Bio - Clinical & Health Systems
nimble solutions,https://www.linkedin.com/company/nimblercm,nimblercm.com,Hospitals and Health Care,Privately Held,1001-5000,685,2003,St. Louis,Missouri,US,Sensor Bio - Clinical & Health Systems
UCSF Benioff Children's Hospitals,https://www.linkedin.com/company/ucsfchildrens,ucsfbenioffchildrens.org,Hospitals and Health Care,Nonprofit,1001-5000,2859,-,Oakland,California,US,Sensor Bio - Clinical & Health Systems
FOX Rehabilitation,https://www.linkedin.com/company/fox-rehabilitation,foxrehab.org,Hospitals and Health Care,Privately Held,1001-5000,3070,1998,Cherry Hill,New Jersey,US,Sensor Bio - Clinical & Health Systems
United Network for Organ Sharing (UNOS),https://www.linkedin.com/company/unos,unos.org,Hospitals and Health Care,Nonprofit,201-500,468,1984,Richmond,Virginia,US,Sensor Bio - Clinical & Health Systems
El Camino Health,https://www.linkedin.com/company/el-camino-health,elcaminohealth.org,Hospitals and Health Care,Nonprofit,1001-5000,3389,1961,Mountain View,California,US,Sensor Bio - Clinical & Health Systems
Curana Health,https://www.linkedin.com/company/curana-health,curanahealth.com,Hospitals and Health Care,Privately Held,1001-5000,1139,-,Austin,Texas,US,Sensor Bio - Clinical & Health Systems
Mediq,https://www.linkedin.com/company/mediq-global,mediq.com,Hospitals and Health Care,Privately Held,1001-5000,2587,-,-,-,US,Sensor Bio - Clinical & Health Systems
MedCare MSO,https://www.linkedin.com/company/medcare-mso,medcaremso.com,Hospitals and Health Care,Privately Held,1001-5000,555,2012,Irvine,California,US,Sensor Bio - Clinical & Health Systems
BioReference,https://www.linkedin.com/company/bioreference-laboratories,bioreference.com,Hospitals and Health Care,Public Company,1001-5000,1714,1981,Elmwood Park,New Jersey,US,Sensor Bio - Clinical & Health Systems
Solace,https://www.linkedin.com/company/find-solace,solace.health,Hospitals and Health Care,Privately Held,201-500,1407,2022,Redwood City,California,US,Sensor Bio - Clinical & Health Systems
The IMA Group,https://www.linkedin.com/company/theimagroup,theimagroup.com,Hospitals and Health Care,Privately Held,1001-5000,479,1990,Tarrytown,New York,US,Sensor Bio - Clinical & Health Systems
"OCHIN, Inc.",https://www.linkedin.com/company/ochinnetwork,ochin.org,Hospitals and Health Care,Nonprofit,1001-5000,1135,2000,Portland,Oregon,US,Sensor Bio - Clinical & Health Systems
Hazelden Betty Ford Foundation,https://www.linkedin.com/company/hazelden-foundation,hazeldenbettyford.org,Hospitals and Health Care,Nonprofit,1001-5000,1462,1949,Center City,Minnesota,US,Sensor Bio - Clinical & Health Systems
Axia Women's Health,https://www.linkedin.com/company/regional-womens-health-group,axiawh.com,Hospitals and Health Care,Privately Held,1001-5000,744,2017,Voorhees,New Jersey,US,Sensor Bio - Clinical & Health Systems
